strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
OP680500	OP680500	OP680500.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00222/2022	2022-10-03	North America	USA			Homo sapiens	2022-10-19		Hemarajata et al		IIb	hMPXV-1	B.1	0.9915014020658286	128.0	603.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON649710	ON649710	ON649710.1	Monkeypox/PT0027/2022	2022-05-18	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9862633044130846	2709.0	594.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
OP415279	OP415279	OP415279.1	MPX_3LjZEY_9000354	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	0.96514357863992	6852.0	580.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP626110	OP626110	OP626110.1	MPXV/Germany/2022/RKI472	2022-07-XX	Europe	Germany			Homo sapiens	2022-10-13		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9985497619277012	286.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON619838	ON619838	ON619838.2	MPXV_UK_2022_4	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.999579126713284	83.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
OP120937	OP120937	OP120937.1	MP01CHUAC	2022-05-XX	Europe	Spain			Homo sapiens	2023-01-18		Aja-Macaya et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Aja-Macaya,P., Rumbo-Feal,S., Poza,M., Canizares,A., Vallejo,J.A., Bou,G.	Biomedical research institute (INIBIC), Microbiology
OP890570	OP890570	OP890570.1	MPXV/Human/USA/CA-LACPHL-MA00313/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9892347712325502	921.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ261695	OQ261695	OQ261695.1	ANT-LDSP-ANT-MPX-28157C	2022-10-12	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.10	0.9752090421836732	4789.0	585.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
ON838939	ON838939	ON838939.1	8887	2022-06-06	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793481, SRR19793480	de la Hoz-Sanchez et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.	
OP743965	OP743965	OP743965.1	MpxV/human/USA/WA-UW-090263/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085347	Sereewit et al		IIb	hMPXV-1	B.1.11	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP920695	OP920695	OP920695.1	MPXV/Human/USA/CA-LACPHL-MA00357/2022	2022-11-08	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.9917295863779036	897.0	606.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP382481	OP382481	OP382481.1	hMPXV-IHU00004	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999695754250568	0.0	608.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI
OP440542	OP440542	OP440542.1	hMPX/Human/USA/CA-LACPHL-MA00033/2022	2022-07-27	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9830991486189778	2122.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP415196	OP415196	OP415196.1	MPX_96X1Vd_9000218	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	0.999954363137585	9.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP310062	OP310062	OP310062.1	MpxV/human/USA/WA-UW-089836/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-26	SRR21236123	Sereewit et al		IIb	hMPXV-1	B.1	0.9995284190883784	93.0	606.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP382480	OP382480	OP382480.1	hMPXV-IHU00003	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999949292375094	1.0	605.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI
OQ330976	OQ330976	OQ330976.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00369/2022	2022-10-24	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.983930753667429	1620.0	601.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON808415	ON808415	ON808415.1	CVR_MPXV1c	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	604.0	1.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
OP689666	OP689666	OP689666.1	MPXV/Germany/2022/RKI513	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-20		Brinkmann et al		IIb	hMPXV-1	B.1	0.9993813669761522	122.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP687933	OP687933	OP687933.1	MPXV_USA_2022_MI0003	2022-08-XX	North America	USA	Michigan		Homo sapiens	2022-10-20	SRR21970962	Gigante et al		IIb	hMPXV-1	B.1	0.9997768864504156	44.0	611.0	0.0	good	good	good	good	good		False	Gigante,C.M., Johnson,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Riner,D., Li,Y.	CDC, DHCPP-PRB
OQ054247	OQ054247	OQ054247.1	MPXV_USA_2022_FL0029	2022-09-XX	North America	USA	Florida		Homo sapiens	2022-12-15	SRR22708681	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	609.0	0.0	good	good	good	good	good		False	Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y.	CDC, DHCPP-PRB
OP819954	OP819954	OP819954.1	VAC_INS_MPX_0960_C	2022-10-15	South America	Colombia	Valle del Cauca		Homo sapiens	2022-11-14		Laiton-Donato et al		IIb	hMPXV-1	B.1.16	0.920485373385596	15557.0	547.0	0.0	mediocre	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
OP536717	OP536717	OP536717.2	MPXV-USA-IL-IDPH-056	2022-07-09	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1.13	0.9862176675506696	2620.0	604.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry
OQ330972	OQ330972	OQ330972.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00372/2022	2022-10-18	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.8904309641040723	20906.0	554.0	1.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ148469	OQ148469	OQ148469.1	LBMB-UTP_MP-013_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Lopez et al		IIb	hMPXV-1	B.1.11	0.933988813897946	11295.0	574.0	0.0	mediocre	good	good	good	good		False	Lopez,P.A., Orjuela,M., Tabares,F.A., Anacona,J.D., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud
OQ261700	OQ261700	OQ261700.1	ANT-LDSP-ANT-MPX-28220C	2022-10-13	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.11	0.9711777860036812	340.0	580.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP920676	OP920676	OP920676.1	MPXV/Human/USA/CA-LACPHL-MA00338/2022	2022-10-14	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9947872561597088	336.0	607.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP819955	OP819955	OP819955.1	VAC_INS_MPX_0962_C	2022-10-13	South America	Colombia	Valle del Cauca		Homo sapiens	2022-11-14		Laiton-Donato et al		IIb	hMPXV-1	B.1.16	0.9796256763129472	3894.0	603.0	0.0	good	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
OP920681	OP920681	OP920681.1	MPXV/Human/USA/CA-LACPHL-MA00343/2022	2022-11-10	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1.4	0.9915622512157152	489.0	606.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP743982	OP743982	OP743982.1	MpxV/human/USA/WA-UW-099700/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085329	Sereewit et al		IIb	hMPXV-1	B.1	0.9999695754250568	6.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP205107	OP205107	OP205107.1	MPXV_UK_2022_9000144	2022-06-16	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OQ121956	OQ121956	OQ121956.1	hMpxV/Human/USA/IL-RIPHL-MPXV_10012/2022	2022-08-28	North America	USA	Illinois	Cook County IL	Homo sapiens	2022-12-27		Barbian et al		IIb	hMPXV-1	B.1.11	0.9960245222074045	92.0	610.0	0.0	good	good	good	good	good		False	Barbian,H., Green,S., Kunstman,K., Araujo Perez,F., Bobrovska,S., Hayden,M., Moore,N.	Rush University Meical Center, Regional Innovative Public Health Laboratory (RIPHL)
OP414313	OP414313	OP414313.1	Monkeypox/PT0273/2022	2022-06-15	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9833324036935434	2569.0	597.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP539898	OP539898	OP539898.1	MPX/Human/USA/CA-LACPHL-MA00113/2022	2022-08-30	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9836822863053918	1669.0	596.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890568	OP890568	OP890568.1	MPXV/Human/USA/CA-LACPHL-MA00311/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9902844190680952	368.0	603.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP415195	OP415195	OP415195.1	MPX_96X1Vd_9000217	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	0.9999594339000756	8.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
ON813253	ON813253	ON813253.2	MPXV/Germany/2022/RKI053	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9967597827685348	639.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
OP920697	OP920697	OP920697.1	MPXV/Human/USA/CA-LACPHL-MA00359/2022	2022-11-05	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.9910957410665842	375.0	601.0	0.0	good	good	good	good	good	OPG023:574-661	False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP205083	OP205083	OP205083.1	MPXV_UK_2022_9000092	2022-05-25	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9998225233128304	35.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP959057	OP959057	OP959057.1	SUC-UNIMOL-MPX-293401-L	2022-11-10	South America	Colombia	Sucre CO		Homo sapiens	2022-12-06		Loyola et al		IIb	hMPXV-1	B.1.10	0.9453168973018472	8597.0	567.0	0.0	mediocre	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)
OP328311	OP328311	OP328311.1	MpxV/human/USA/WA-UW-088258/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-30	SRR21236111	Sereewit et al		IIb	hMPXV-1	B.1	0.9998225233128304	35.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP310051	OP310051	OP310051.1	MpxV/human/USA/WA-UW-082029/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-26	SRR21236135	Sereewit et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP747059	OP747059	OP747059.1	MpxV/human/USA/Unknown-UW-109319/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22102840	Sereewit et al		IIb	hMPXV-1	B.1	0.9999797169500376	4.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP628481	OP628481	OP628481.1	MpxV/human/USA/WA-UW-087818/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887112	Sereewit et al		IIb	hMPXV-1	B.1.11	0.999589268238265	80.0	610.0	1.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
ON838940	ON838940	ON838940.1	4061	2022-05-20	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793483, SRR19793482	de la Hoz-Sanchez et al		IIb	hMPXV-1	B.1	0.9993002347763034	138.0	604.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.	
OP687936	OP687936	OP687936.1	MPXV_USA_2022_NC0009	2022-07-XX	North America	USA	North Carolina		Homo sapiens	2022-10-20	SRR21970966	Gigante et al		IIb	hMPXV-1	B.1.7	0.999761674162944	47.0	609.0	0.0	good	good	good	good	good		False	Gigante,C.M., Pettit,D., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y.	CDC, DHCPP-PRB
OP890554	OP890554	OP890554.1	MPXV/Human/USA/CA-LACPHL-MA00326/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9891029314077958	601.0	603.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP205123	OP205123	OP205123.1	MPXV_UK_2022_9000167	2022-06-30	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
ON585030	ON585030	ON585030.1	Monkeypox/PT0002/2022	2022-05-15	Europe	Portugal			Homo sapiens	2022-05-24		Isidro et al		IIb	hMPXV-1	B.1	0.9420056893955144	11437.0	566.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
OP450991	OP450991	OP450991.1	MPXV_USA_2022_TX0018	2022-06-XX	North America	USA	Texas		Homo sapiens	2022-09-16	SRR21677079	Gigante et al		IIb	hMPXV-1	B.1.2	0.9993002347763034	116.0	608.0	0.0	good	good	good	good	good		False	Gigante,C.M., Kubin,G., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S.L., Li,Y.	CDC, DHCPP-PRB
OQ148472	OQ148472	OQ148472.1	LBMB-UTP_MP-019_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Tabares et al		IIb	hMPXV-1	B.1.10	0.9431466109558896	9492.0	574.0	0.0	mediocre	good	good	good	good		False	Tabares,F.A., Anacona,J.D., Lopez,P.A., Orjuela,M., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud
OP415186	OP415186	OP415186.1	MPX_cmjxZM_9000205	2022-06-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP205125	OP205125	OP205125.1	MPXV_UK_2022_9000175	2022-06-24	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OQ331002	OQ331002	OQ331002.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00374/2022	2022-11-23	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.9912884300412252	479.0	602.0	0.0	good	good	good	good	good	OPG153:386-510	False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
