strain_country_date	accession	date	region_coarse	country	strain
MP03CHUAC_Spain_2022-06-01	OP120938	2022-06-01	Southern Europe	Spain	MP03CHUAC
Monkeypox/PT0028/2022_Portugal_2022-05-18	ON649709	2022-05-18	Southern Europe	Portugal	Monkeypox/PT0028/2022
MPXV/Human/USA/UT-UPHL-82200023/2022_USA_2022-05-21	OP743358	2022-05-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200023/2022
ANT_INS_MPX_0039_L_Colombia_2022-07-29	OP693649	2022-07-29	South America	Colombia	ANT_INS_MPX_0039_L
MPXV/Germany/2022/RKI549_Germany_2022-06-01	OP715829	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI549
hMpxV/UK/LMO-032a/2022_UnitedKingdom_2022-07-11	OP390197	2022-07-11	Western Europe	United Kingdom	hMpxV/UK/LMO-032a/2022
MPXV_USA_2022_CA0043_USA_2022-06-01	OP451016	2022-06-01	North America	USA	MPXV_USA_2022_CA0043
MPXV-USA-IL-IDPH-069_USA_2022-06-28	OP536730	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-069
hMPXV/Austria/MUW1525179/2022_Austria_2022-06-10	OP019275	2022-06-10	Western Europe	Austria	hMPXV/Austria/MUW1525179/2022
MpxV/human/CAN/UN-NML-3921/2022_Canada_2022-06-29	OP062234	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-3921/2022
MN-MDH-MPXV_0004_USA_2022-06-27	OP597778	2022-06-27	North America	USA	MN-MDH-MPXV_0004
Monkeypox/PT0341/2022_Portugal_2022-05-27	OP414370	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0341/2022
Monkeypox/PT0355/2022_Portugal_2022-05-22	OP414382	2022-05-22	Southern Europe	Portugal	Monkeypox/PT0355/2022
Monkeypox/PT0342/2022_Portugal_2022-05-26	OP414371	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0342/2022
Slovenia-MPXV-23-2022_Slovenia_2022-07-01	OP605565	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-23-2022
MPX/Human/USA/CA-LACPHL-MA00121/2022_USA_2022-09-12	OP539906	2022-09-12	North America	USA	MPX/Human/USA/CA-LACPHL-MA00121/2022
MpxV/human/USA/WA-UW-088432/2022_USA_2022-08-01	OP257247	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088432/2022
MPXV/Germany/2022/RKI151_Germany_2022-07-01	ON959165	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI151
MpxV/human/CAN/UN-NML-2897/2022_Canada_2022-05-20	ON803438	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2897/2022
MpxV/human/CAN/UN-NML-2874/2022_Canada_2022-05-19	ON803430	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2874/2022
Monkeypox/PT0036/2022_Portugal_2022-05-26	ON843167	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0036/2022
MpxV/human/USA/WA-UW-083179/2022_USA_2022-08-01	OP257266	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083179/2022
Monkeypox/PT0035/2022_Portugal_2022-05-27	ON843172	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0035/2022
Monkeypox/PT0040/2022_Portugal_2022-06-02	ON843178	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0040/2022
MPXV_USA_2022_CA001_USA_2022-05-01	ON676703	2022-05-01	North America	USA	MPXV_USA_2022_CA001
MpxV/human/CAN/UN-NML-3368/2022_Canada_2022-06-02	ON880546	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3368/2022
MPXV_USA_2022_IL001_USA_2022-05-01	ON959131	2022-05-01	North America	USA	MPXV_USA_2022_IL001
MPXV/Germany/2022/RKI010_Germany_2022-05-01	ON682267	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI010
MPXV/Germany/2022/RKI146_Germany_2022-07-01	ON959160	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI146
MPXV_UK_2022_9000144_UnitedKingdom_2022-06-16	OP205107	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000144
Monkeypox/PT0022/2022_Portugal_2022-05-19	ON649722	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0022/2022
Monkeypox/PT0018/2022_Portugal_2022-05-20	ON649718	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0018/2022
MPXV/Germany/2022/RKI114_Germany_2022-07-01	ON929072	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI114
MPX/UZ_REGA_4/Belgium/2022_Belgium_2022-05-27	ON880420	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_4/Belgium/2022
MPXV/Germany/2022/RKI052_Germany_2022-06-01	ON813252	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI052
MPXV/Germany/2022/RKI024_Germany_2022-05-01	ON694336	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI024
Monkeypox/PT0014/2022_Portugal_2022-05-23	ON649724	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0014/2022
CVR_MPXV1b_UnitedKingdom_2022-05-15	ON808414	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1b
MpxV/human/CAN/UN-NML-2873/2022_Canada_2022-05-19	ON803429	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2873/2022
MPXV_UK_2022_9000063_UnitedKingdom_2022-06-06	OP205069	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000063
MPXV_UK_2022_9000159_UnitedKingdom_2022-07-04	OP205117	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000159
MPXV_UK_2022_9000090_UnitedKingdom_2022-05-25	OP205139	2022-05-25	Western Europe	United Kingdom	MPXV_UK_2022_9000090
CVR_MPXV1e_UnitedKingdom_2022-05-15	ON808417	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1e
MPXV_UK_2022_9000152_UnitedKingdom_2022-05-16	OP205114	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_9000152
2022/2SLO_Slovenia_2022-05-24	ON631241	2022-05-24	Central Europe	Slovenia	2022/2 SLO
MPX_qQzToC_9000264_UnitedKingdom_2022-08-01	OP415233	2022-08-01	Western Europe	United Kingdom	MPX_qQzToC_9000264
Monkeypox/PT0013/2022_Portugal_2022-05-20	ON649723	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0013/2022
MPX/UZ_REGA_6/Belgium/2022_Belgium_2022-05-27	ON880422	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_6/Belgium/2022
MPXV/Germany/2022/RKI136_Germany_2022-07-01	ON929091	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI136
MpxV/human/CAN/UN-NML-3100/2022_Canada_2022-05-27	ON880526	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3100/2022
MPX/UZ_REGA_5/Belgium/2022_Belgium_2022-05-27	ON880421	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_5/Belgium/2022
hMPXV-IHU00005_France_2022-07-04	OP382482	2022-07-04	Western Europe	France	hMPXV-IHU00005
MPXV/Germany/2022/RKI379_Germany_2022-09-01	OP523981	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI379
MPXV/Germany/2022/RKI385_Germany_2022-09-01	OP523987	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI385
MPX_96X1Vd_9000217_UnitedKingdom_2022-03-28	OP415195	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000217
MPXV/Human/USA/CA-CDPH-MPX000006/2022_USA_2022-06-07	OP580154	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000006/2022
MPXV/Germany/2022/RKI113_Germany_2022-07-01	ON929071	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI113
MpxV/human/USA/WA-UW-077836/2022_USA_2022-07-01	OP123043	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-077836/2022
MPXV/Germany/2022/RKI172_Germany_2022-07-01	OP018597	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI172
MPX/UZ_REGA_3/Belgium/2022_Belgium_2022-05-27	ON880419	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_3/Belgium/2022
MpxV/human/CAN/UN-NML-2852/2022_Canada_2022-05-19	ON803424	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2852/2022
MpxV/human/CAN/UN-NML-3531/2022_Canada_2022-06-03	ON983162	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3531/2022
MPXV/Germany/2022/RKI112_Germany_2022-07-01	ON929070	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI112
MPXV/Germany/2022/RKI168_Germany_2022-07-01	OP018594	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI168
MPXV_UK_2022_9000096_UnitedKingdom_2022-06-07	OP205085	2022-06-07	Western Europe	United Kingdom	MPXV_UK_2022_9000096
MpxV/human/CAN/UN-NML-3339/2022_Canada_2022-06-01	ON880539	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3339/2022
MPXV_IRBA22-14_France_2022-05-20	ON755040	2022-05-20	Western Europe	France	MPXV_IRBA22-14
MpxV/human/USA/WA-UW-071246/2022_USA_2022-07-01	OP123044	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071246/2022
MPXV/Germany/2022/RKI386_Germany_2022-09-01	OP523988	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI386
hMPXV-IHU00003_France_2022-07-04	OP382480	2022-07-04	Western Europe	France	hMPXV-IHU00003
MPXV_USA_2022_MA001_USA_2022-05-01	ON563414	2022-05-01	North America	USA	MPXV_USA_2022_MA001
MpxV/human/CAN/UN-NML-3344/2022_Canada_2022-06-01	ON880541	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3344/2022
Slovenia-MPXV-19-2022_Slovenia_2022-07-01	OP605561	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-19-2022
MPXV-USA-IL-IDPH-066_USA_2022-06-28	OP536727	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-066
hMpxV/USA/CA-CDPH-1000076/2022_USA_2022-07-11	OQ121030	2022-07-11	North America	USA	hMpxV/USA/CA-CDPH-1000076/2022
MPXV/Germany/2022/RKI557_Germany_2022-06-01	OP764615	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI557
Monkeypox/PT0262/2022_Portugal_2022-06-17	OP414302	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0262/2022
hMPXV-IHU00014_France_2022-07-22	OP382491	2022-07-22	Western Europe	France	hMPXV-IHU00014
Monkeypox/PT0308/2022_Portugal_2022-06-06	OP414342	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0308/2022
MPXV_USA_2022_CA002_USA_2022-05-16	ON954773	2022-05-16	North America	USA	MPXV_USA_2022_CA002
Monkeypox/PT0555/2022_Portugal_2022-08-29	OP555626	2022-08-29	Southern Europe	Portugal	Monkeypox/PT0555/2022
MPXV/Germany/2022/RKI039_Germany_2022-06-01	ON755245	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI039
Slovenia-MPXV-27-2022_Slovenia_2022-07-01	OP605569	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-27-2022
MPXV/Germany/2022/RKI576_Germany_2022-06-30	OP837338	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI576
MpxV/human/USA/WA-UW-079141/2022_USA_2022-07-01	OP055806	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-079141/2022
MPXV/Germany/2022/ON/RKI639_Germany_2022-08-01	OQ159034	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI639
Monkeypox/PT0025/2022_Portugal_2022-05-19	ON649712	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0025/2022
MPXV/Germany/2022/RKI142_Germany_2022-07-01	ON959157	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI142
hMPXV-IHU00001_France_2022-06-13	OP382478	2022-06-13	Western Europe	France	hMPXV-IHU00001
MPX/UZ_REGA_1/Belgium/2022_Belgium_2022-05-19	ON622712	2022-05-19	Western Europe	Belgium	MPX/UZ_REGA_1/Belgium/2022
MPXV/Germany/2022/ON/RKI455_Germany_2022-09-01	OP615332	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI455
MPX/PT0084/2022_Portugal_2022-07-22	OP245335	2022-07-22	Southern Europe	Portugal	MPX/PT0084/2022
MPXV_UK_2022_9000177_UnitedKingdom_2022-06-26	OP205126	2022-06-26	Western Europe	United Kingdom	MPXV_UK_2022_9000177
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00225/2022_USA_2022-10-03	OP680503	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00225/2022
MPXV/Germany/2022/RKI084_Germany_2022-06-01	ON853666	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI084
Slovenia-MPXV-41-2022_Slovenia_2022-08-01	OP605582	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-41-2022
Slovenia-MPXV-31-2022_Slovenia_2022-07-01	OP605573	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-31-2022
Monkeypox/PT0017/2022_Portugal_2022-05-20	ON649715	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0017/2022
MPXV_FVG-ITA_01_2022_Italy_2022-05-25	ON644344	2022-05-25	Southern Europe	Italy	MPXV_FVG-ITA_01_2022
MPXV/Germany/2022/ON/RKI306_Germany_2022-08-01	OP355566	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI306
MpxV/human/CAN/UN-NML-2870/2022_Canada_2022-05-21	ON880522	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2870/2022
MpxV/Spain/MD-HGUGM-66649483/2022_Spain_2022-05-27	ON745225	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-66649483/2022
MPXV/Human/USA/CA-LACPHL-MA00284/2022_USA_2022-09-28	OP890542	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00284/2022
MPXV/Germany/2022/RKI545_Germany_2022-06-01	OP715825	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI545
MPXV/Germany/2022/RKI148_Germany_2022-07-01	ON959162	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI148
MPXV/Human/USA/CA-LACPHL-MA00360/2022_USA_2022-11-02	OP920698	2022-11-02	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00360/2022
MPXV_UK_2022_9000069_UnitedKingdom_2022-06-11	OP205075	2022-06-11	Western Europe	United Kingdom	MPXV_UK_2022_9000069
MPXV/Germany/2022/ON/RKI415_Germany_2022-09-01	OP588278	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI415
MPXV_USA_2022_UT001_USA_2022-05-01	ON676705	2022-05-01	North America	USA	MPXV_USA_2022_UT001
hMPXV-IHU00006_France_2022-07-04	OP382483	2022-07-04	Western Europe	France	hMPXV-IHU00006
MpxV/human/CAN/UN-NML-2849/2022_Canada_2022-05-19	ON803421	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2849/2022
Monkeypox/PT0300/2022_Portugal_2022-06-07	OP414334	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0300/2022
Monkeypox/PT0048/2022_Portugal_2022-05-13	ON843163	2022-05-13	Southern Europe	Portugal	Monkeypox/PT0048/2022
MPXV_USA_2022_CA0056_USA_2022-06-01	OP451014	2022-06-01	North America	USA	MPXV_USA_2022_CA0056
MPXV_UK_2022_6_UnitedKingdom_2022-05-01	OP022171	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_6
MpxV/human/CAN/UN-NML-2858/2022_Canada_2022-05-19	ON880521	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2858/2022
MPX/PT0062/2022_Portugal_2022-08-01	OP245316	2022-08-01	Southern Europe	Portugal	MPX/PT0062/2022
hMPXV/Austria/MUW1540386/2022_Austria_2022-08-08	OP422343	2022-08-08	Western Europe	Austria	hMPXV/Austria/MUW1540386/2022
hMPXV/Austria/MUW1533948/2022_Austria_2022-07-13	OP422340	2022-07-13	Western Europe	Austria	hMPXV/Austria/MUW1533948/2022
MPXV/Germany/2022/ON/RKI643_Germany_2022-08-24	OQ159038	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI643
MPXV/Germany/2022/RKI365_Germany_2022-09-01	OP484686	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI365
MpxV/human/CAN/UN-NML-3611/2022_Canada_2022-06-09	OP013011	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3611/2022
MpxV/human/CAN/UN-NML-3518/2022_Canada_2022-06-07	OP013004	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3518/2022
Monkeypox/PT0373/2022_Portugal_2022-07-05	OP555469	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0373/2022
Monkeypox/PT0157/2022_Portugal_2022-07-05	OP324474	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0157/2022
LBMB-UTP_MP-007_TOL_Colombia_2022-09-14	OQ148465	2022-09-14	South America	Colombia	LBMB-UTP_MP-007_TOL
LBMB-UTP_MP-009_TOL_Colombia_2022-09-13	OQ148466	2022-09-13	South America	Colombia	LBMB-UTP_MP-009_TOL
MpxV/human/USA/WA-UW-086652/2022_USA_2022-08-12	OP628470	2022-08-12	North America	USA	MpxV/human/USA/WA-UW-086652/2022
MpxV/human/USA/WA-UW-089183/2022_USA_2022-08-08	OP257265	2022-08-08	North America	USA	MpxV/human/USA/WA-UW-089183/2022
Monkeypox/PT0240/2022_Portugal_2022-06-21	OP414284	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0240/2022
Monkeypox/PT0139/2022_Portugal_2022-07-11	OP324460	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0139/2022
Monkeypox/PT0576/2022_Portugal_2022-09-05	OP555647	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0576/2022
Monkeypox/PT0563/2022_Portugal_2022-09-05	OP555634	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0563/2022
MPXV/Germany/2022/RKI09_Germany_2022-05-19	ON682266	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI09
MPXV/Germany/2022/RKI08_Germany_2022-05-19	ON682268	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI08
MPXV/Germany/2022/RKI499_Germany_2022-09-30	OP626138	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI499
MPXV/Germany/2022/ON/RKI450_Germany_2022-09-01	OP615327	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI450
MPXV_USA_2022_TN0006_USA_2022-08-04	OP752119	2022-08-04	North America	USA	MPXV_USA_2022_TN0006
B1118307_USA_2022-08-03	OP531887	2022-08-03	North America	USA	B1118307
MpxV/human/CAN/UN-NML-3363/2022_Canada_2022-06-02	ON880544	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3363/2022
MpxV/human/CAN/UN-NML-3476/2022_Canada_2022-05-27	ON880517	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3476/2022
Monkeypox/PT0338/2022_Portugal_2022-05-26	OP414367	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0338/2022
Monkeypox/PT0314/2022_Portugal_2022-06-05	OP414347	2022-06-05	Southern Europe	Portugal	Monkeypox/PT0314/2022
MpxV/human/CAN/UN-NML-3909/2022_Canada_2022-06-27	OP062232	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3909/2022
MpxV/human/CAN/UN-NML-3678/2022_Canada_2022-06-13	OP013016	2022-06-13	North America	Canada	MpxV/human/CAN/UN-NML-3678/2022
MpxV/human/USA/WA-UW-096711/2022_USA_2022-09-01	OP743992	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-096711/2022
MPXV/Germany/2022/RKI035_Germany_2022-06-25	ON755241	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI035
MPXV/Human/USA/CA-LACPHL-MA00351/2022_USA_2022-10-11	OP920689	2022-10-11	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00351/2022
Monkeypox/PT0046/2022_Portugal_2022-05-30	ON843174	2022-05-30	Southern Europe	Portugal	Monkeypox/PT0046/2022
Monkeypox/PT0155/2022_Portugal_2022-07-06	OP324472	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0155/2022
MPXV/Germany/2022/RKI255_Germany_2022-08-01	OP215270	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI255
Monkeypox/PT0469/2022_Portugal_2022-08-08	OP555548	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0469/2022
hMPXV/Austria/MUW1536480/2022_Austria_2022-07-22	OP133007	2022-07-22	Western Europe	Austria	hMPXV/Austria/MUW1536480/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00377/2022_USA_2022-10-09	OQ330982	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00377/2022
MPXV/Human/USA/CA-LACPHL-MA00347/2022_USA_2022-10-09	OP920685	2022-10-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00347/2022
Monkeypox/PT0591/2022_Portugal_2022-09-13	OP555658	2022-09-13	Southern Europe	Portugal	Monkeypox/PT0591/2022
MPX/PT0055/2022_Portugal_2022-07-28	OP245311	2022-07-28	Southern Europe	Portugal	MPX/PT0055/2022
MPXV/Germany/2022/RKI592_Germany_2022-10-01	OP837354	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI592
MPXV/Germany/2022/RKI571_Germany_2022-10-01	OP764629	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI571
MPXV_USA_2022_CA0030_USA_2022-09-01	OQ054245	2022-09-01	North America	USA	MPXV_USA_2022_CA0030
MPXV/Human/USA/CA-LACPHL-MA00341/2022_USA_2022-10-19	OP920679	2022-10-19	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00341/2022
MPXV_UK_2022_9000167_UnitedKingdom_2022-06-30	OP205123	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000167
MPXV/Germany/2022/RKI037_Germany_2022-06-30	ON755243	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI037
MPXV/Germany/2022/RKI426_Germany_2022-09-10	OP594190	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/RKI426
MPXV/Germany/2022/RKI424_Germany_2022-09-10	OP594188	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/RKI424
Monkeypox/PT0164/2022_Portugal_2022-07-05	OP324481	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0164/2022
MPX/PT0117/2022_Portugal_2022-07-14	OP245350	2022-07-14	Southern Europe	Portugal	MPX/PT0117/2022
RNA_2ivwg0_Slovakia_2022-07-25	OX291424	2022-07-25	Central Europe	Slovakia	RNA_2ivwg0
RNA_3rno9i_Slovakia_2022-07-25	OX291435	2022-07-25	Central Europe	Slovakia	RNA_3rno9i
hMPXV/Austria/MUW1531848/2022_Austria_2022-07-05	OP133005	2022-07-05	Western Europe	Austria	hMPXV/Austria/MUW1531848/2022
hMPXV/Austria/MUW1533374/2022_Austria_2022-07-11	OP133004	2022-07-11	Western Europe	Austria	hMPXV/Austria/MUW1533374/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00385/2022_USA_2022-10-21	OQ330992	2022-10-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00385/2022
MPXV-USA-IL-IDPH-078_USA_2022-06-30	OP536739	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-078
RNA_4cmnyo_Slovakia_2022-08-09	OX297403	2022-08-09	Central Europe	Slovakia	RNA_4cmnyo
RNA_3jld8y_Slovakia_2022-07-20	OX261749	2022-07-20	Central Europe	Slovakia	RNA_3jld8y
MPXV_UK_2022_9000137_UnitedKingdom_2022-07-07	OP205102	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000137
Monkeypox/PT0129/2022_Portugal_2022-07-12	OP324453	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0129/2022
MPXV/Germany/2022/RKI018_Germany_2022-05-31	ON694335	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI018
MPXV/Human/USA/CA-LACPHL-MA00353/2022_USA_2022-10-12	OP920691	2022-10-12	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00353/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00218/2022_USA_2022-10-05	OP680496	2022-10-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022_USA_2022-08-06	OP820452	2022-08-06	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022
MPXV_USA_2022_LA0001_USA_2022-07-10	OP451005	2022-07-10	North America	USA	MPXV_USA_2022_LA0001
RNA_6lcrvj_Slovakia_2022-08-01	OX291694	2022-08-01	Central Europe	Slovakia	RNA_6lcrvj
RNA_6almjl_Slovakia_2022-08-31	OX336038	2022-08-31	Central Europe	Slovakia	RNA_6almjl
MPXV/Germany/2022/ON/RKI647_Germany_2022-08-01	OQ159042	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI647
MPXV/Germany/2022/RKI269_Germany_2022-08-01	OP215271	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI269
MPXV/Germany/2022/RKI236_Germany_2022-08-24	OP215260	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI236
MPXV/Germany/2022/RKI330_Germany_2022-09-01	OP373388	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI330
MPX_3LjZEY_9000355_UnitedKingdom_2022-08-01	OP415280	2022-08-01	Western Europe	United Kingdom	MPX_3LjZEY_9000355
MPXV_UK_2022_9000184_UnitedKingdom_2022-06-30	OP205129	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000184
MPXV/Germany/2022/RKI408_Germany_2022-09-01	OP524010	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI408
MPXV/Germany/2022/ON/RKI510_Germany_2022-10-01	OP689663	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI510
MPXV/Germany/2022/ON/RKI462_Germany_2022-09-23	OP615339	2022-09-23	Western Europe	Germany	MPXV/Germany/2022/ON/RKI462
MPXV/Germany/2022/ON/RKI449_Germany_2022-09-01	OP615325	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI449
RNA_72ny65_Slovakia_2022-07-25	OX291780	2022-07-25	Central Europe	Slovakia	RNA_72ny65
RNA_qbw60k_Slovakia_2022-08-01	OX291676	2022-08-01	Central Europe	Slovakia	RNA_qbw60k
MPXV_UK_2022_5_UnitedKingdom_2022-05-16	OP022170	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_5
MPX_ElGfGw_9000328_UnitedKingdom_2022-08-01	OP415266	2022-08-01	Western Europe	United Kingdom	MPX_ElGfGw_9000328
MPXV_UK_2022_9000142_UnitedKingdom_2022-06-15	OP205105	2022-06-15	Western Europe	United Kingdom	MPXV_UK_2022_9000142
MpxV/Spain/MD-HGUGM-6642566/2022_Spain_2022-06-21	ON927243	2022-06-21	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6642566/2022
MPXV/Germany/2022/RKI264_Germany_2022-08-01	OP215283	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI264
MPXV-BY-IMB25241_Germany_2022-05-19	ON568298	2022-05-19	Western Europe	Germany	MPXV-BY-IMB25241
